Nombre común |Nombre inglés |Nombre científico |Clase|Orden |Familia|Golfo de México|Mar Caribe|Pacífico |Fuera del país |Grupo|Nacional/Importado|Objetivo |Incidental |Deportiva |Fomento |Cultivada |Cartel|Tallas de captura (cm)|Tipo de captura (Selectiva, No selectiva|Tipo de arte de pesca|Lista roja IUCN|CITES|NOM-059-SEMARNAT-2010|Tipo de Veda|Veda|Generalidades |Distribución |Cultivada / capturada|Comercio|País de importación|Pacífico zona 1|Pacífico zona 2|Pacífico zona 3|Golfo Mex y Caribe zona 1|Golfo Mex y Caribe zona 2|Golfo Mex y Caribe zona 3|Estado según Arreguín et al. Litoral Oriental del Golfo de California |Estado según Arreguín et al. Litoral centro del Pacífico mexicano|Estado según Arreguín et al. Golfo de Tehuantepec |Estado según Arreguín et al. De Tamaulipas a Tabasco|Estado según Arreguín et al.  Banco de Campeche|Imagen|Datos|||firma
Cornuda común|Scalloped Hammerhead|Sphyrna lewini|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|1|0|Tiburones|Nacional|1|0|0|0|0|2|150-400|No selectiva|Palangre pelágico, red de fondo, redes de arrastre. |En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||||Sphyrna lewini.png|1|||FMM
Cornuda gigante|Great Hammerhead|Sphyrna mokarran|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|2|200-300|No selectiva|Palangre pelágico, red de fondo, redes de arrastre. |En peligro|Apéndice II||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto.  (Pacífico) del 1 de mayo al 31 de julio.|Especie marina. Vive en la plataforma continental posiblemente cerca de la costa. Se alimenta de peces.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Sphyrna mokarran.png|1|||FMM
Tiburón martillo/ Cornuda cabeza de pala|Bonnethead Cornuda|Sphyrna tiburo|Chondrichthyes|Carcharhiniformes|Sphyrnidae|1|1|0|0|Cazones|Nacional|1|0|0|0|0|1|80-150|No selectiva|Palangre pelágico, red de fondo, redes de arrastre. ||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. |Especie marina. Vive en zonas costeras con fondos arenosos, fangosos y en zonas arrecifales. Se alimenta de crustáceos, moluscos y peces.|Se distribuye en el Atlántico Occidental, desde Carolina del Norte en Estados Unidos hasta Brasil.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.||||||SphyrnaTiburo.png|1|||FMM
Cornuda prieta|Smooth Hammerhead|Sphyrna zygaena|Chondrichthyes|Carcharhiniformes|Sphyrnidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|1|200-400|No selectiva|Red de enmalle para tiburones y rayas en embarcaciones menores.|Vulnerable|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros. Se alimenta de peces, tiburones, rayas, crustáceos y cefalópodos.|Se distribuye casi en todos los mares.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||SphyrnaZygaena.png|1|||FMM
Sardina|European Sprat|Sprattus sprattus|Actinopterygii|Clupeiformes|Clupeidae|0|0|0|1|Peces importados|Importado|0|0|0|0|0|2|20-25|No Selectiva|Redes de arrastre y redes de deriva. ||||||Especie marina de hábitos pelágicos, a veces se encuentra en estuarios. Se alimenta principalmente de crustáceos planctónicos. |Se distribuye en el Atlántico nororiental, Mar Mediterráneo y Mar Negro. |Capturada|Fresco y congelado.|||||||||||||Sprattus sprattus.png|0|||
Cazón espinoso|Cuban Dogfish|Squalus cubensis|Chondrichthyes|Squaliformes|Squalidae|1|1|0|0|Cazones|Nacional|1|0|0|0|0|2|75-110|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. |Especie marina de hábitos oceánicos y costeros. Vive en la plataforma continental. Se alimenta de peces e invertebrados pequeños. |Se distribuye en el Atlántico Occidental, desde Carolina del Norte a Florida EE.UU., el Golfo de México, Cuba hasta el sur de Brasil y Argentina.|Capturada|Se utiliza la carne, aceite de hígado, piel, el aleteo está prohibido.|||||Sin datos.|Máximo aprovechamiento permisible.|Sin datos.||||||Squalus cubensis.png|1|||
Angelote del Pacífico|Pacific Angel Shark|Squatina californica|Chondrichthyes|Squatiniformes|Squatinidae|0|0|1|0|Tiburones|Nacional|1|0|0|0|0|2|100-152|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.|Casi amenazada|||Temporal fija|(Pacífico) del 1 de mayo al 31 de julio.|Especie marina de hábitos costeros.  Se alimenta de peces de fondo y epibentónicos, incluyendo corvinas, lenguado de California, y el calamar.|Se distribuye en el Pacífico Oriental, desde  el sureste de Alaska hasta el Golfo de California, y desde Costa Rica hasta el sur de Chile.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Squatina californica.png|0|||
Tiburón ángel|Atlantic Angel Shark|Squatina dumeril|Chondrichthyes|Squatiniformes|Squatinidae|1|1|0|0|Tiburones|Nacional|1|0|0|0|0|2|100-152|No selectiva|Chinchorro playero, red de enmalle para tiburones y rayas en embarcaciones menores.||||Temporal fija|(Golfo de México y Caribe) del 1 de mayo al 29 de agosto. |Especie marina de hábitos costeros. Se alimenta de pequeños inferiores peces, crustáceos y bivalvos.  |Se distribuye en el Atlántico Occidental, desde el sur de Nueva Inglaterra, EE.UU. hasta el Golfo de México, Jamaica y Venezuela.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Squatina dumeril.png|0|||
Pescara|Giant Sea|Stereolepis gigas|Actinopterygii|Perciformes|Polyprionidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|120-250|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.|En peligro crítico|||||Especie marina de hábitos costeros y pelágicos.Vive sobre fondos  de arena y en lechos de algas marinas. Se alimentan de crustáceos.|Se distribuye en el Pacífico Oriental,  desde  la Bahía de Humboldt en California, EE.UU. hasta México.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Stereolepis gigas.png|0|||
Agujón californiano|California Needlefish|Strongylura exilis|Actinopterygii|Beloniformes|Belonidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|30-90|No selectiva|Red de enmalle de superficie tipo agallera, línea de mano y arpón.   ||||||Especie marina de hábitos pelágicos y costeros. Vive en zonas cerca de manglares, bahías y puertos. Se alimenta de pequeños peces.   |Se distribuye en el Pacífico Oriental, desde California, Perú e Islas Galápagos.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Strongylura exilis.png|0|||FMM
Cochito naranja|Orangeside Triggerfish|Sufflamen verres|Actinopterygii|Tetraodontiformes|Balistidae|0|0|1|0|Escama|Nacional|0|1|0|0|0|2|25-40|No selectiva|Línea de mano, red agallera de fondo, palangre escamero.     ||||||Especie marina de hábitos costeros. Vive en arrecifes rocosos y de coral. Se alimenta de erizos, pequeños crustáceos y moluscos.      |Se distribuye en el Pacífico Oriental, desde California a Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.||||sin datos|sin datos|sin datos |||Sufflamen verres.png|0|||FMM
Lenguado arenoso|Shoal Flounder|Syacium gunteri|Actinopterygii|Pleuronectiformes|Paralichthydae|1|0|0|0|Lenguados|Nacional|0|1|0|0|0|2|15-20|No selectiva| Redes de enmalle de fondo y redes de arrastre, y en forma secundaria se utilizan líneas de anzuelos.||||||Especie marina de hábitos costeros. Habitan aguas poco profundas cercanas a la costa. Se alimentan principalmente de camarones. |Se distribuye en el Atlántico Occidental, desde Florida EE.UU.,  hasta las Antillas.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Syacium gunteri.png|0|||
Chile|Inshore Lizardfish|Synodus foetens|Actinopterygii|Aulopiformes|Synodontidae|1|0|0|0|Escama|Nacional|0|1|0|0|0|2|30-50|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina de hábitos costeros y pelágicos.Vive en los bancos de arena poco profundos cerca de la costa y en  arroyos de agua salada. |Se distribuye en el Atlántico Occidental, desde Massachusetts, EE.UU., en el norte del Golfo de México y en todo el Mar Caribe hasta Brasil. |Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Synodus foetens.png|0|||FMM
Chile lagarto|Sauro Lizardfish|Synodus lacertinus|Actinopterygii|Aulopiformes|Synodontidae|0|0|1|0|Chiles|Nacional|0|1|0|0|0|2|15-20|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina de hábitos costeros. Vive en fondos arenosos o parches de arena alrededor de los arrecifes rocosos y  cantos rodados. Depredador activo durante la noche.|Se distribuye en el Pacífico Oriental, desde Guayamas, México hasta Chile.|Capturada|Se comercializa la carne a nivel local.||Sin datos.|Sin datos.|Sin datos.||||sin datos|sin datos |sin datos |||Synodus lacertinus.png|0|||FMM
Marlín blanco|White Marlin|Tetrapturus albidus|Actinopterygii|Perciformes|Istiophoridae|1|0|0|0|Marlines|Nacional|0|0|1|0|0|2|150-300|Selectiva|Pesca con caña.|Vulnerable|||Permanente  (solo pesca deportiva)|Todo el año |Especie marina de hábitos oceánicos. Se alimenta de pulpos, calamares y peces.    |Se distribuye en el Atlántico occidental, desde el sur de Florida hasta Brasil.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Tetrapturus albidus.png|0|||FMM
Marlin trompa corta|Shortbill Spearfish|Tetrapturus angustirostris|Actinopterygii|Perciformes|Istiophoridae|0|0|1|0|Marlines|Nacional|0|0|1|0|0|2|150-190|Selectiva|Pesca con caña.||||Permanente  (solo pesca deportiva)|Todo el año |Especie marina de hábitos oceánicos y a veces costeros. Se alimenta de peces, crustáceos y calamares.|Se distribuyeen todo el Pacífico. |Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Tetrapturus angustirostris.png|1|||FMM
Marlín rayado|Striped Marlin|Tetrapturus audax|Actinopterygii|Perciformes|Istiophoridae|0|0|1|0|Marlines|Nacional|0|0|1|0|0|2|150-290|Selectiva|Pesca con caña.|Casi amenazada|||Permanente  (solo pesca deportiva)|Todo el año |Especie marina de hábitos oceánicos y a veces costeros. Se alimenta de peces, crustáceos y calamares.|Se distribuyeen todo el Pacífico. |Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|||||||||Tetrapturus audax.png|1|||FMM
Albacora|Albacore|Thunnus alalunga|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional e importado|1|0|0|0|0|2|55-120|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Casi amenazada|||||Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye casi en todos los mares.|Capturada|Congelado.||Sin datos.|Sin datos.|Sin datos.||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento|||Thunnus alalunga.png|0|||FMM
Atún aleta amarilla|Yellowfin Tuna|Thunnus albacares|Actinopterygii|Perciformes|Scombridae|1|1|1|1|Atunes|Nacional e importado|1|0|0|0|0|1|78-239|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Casi amenazada|||Temporal fija|Actualmente no está establecida una veda.|Especie marina de hábitos oceánicos. Se alimenta de peces, crustáceos y calamares.|Se distribute en todo el Atlántico y Pacífico.|Capturada|Se utiliza la carne.|||||Máximo aprovechamiento permisible.|Máximo aprovechamiento permisible.|Sin datos.|Sobre pesca |máximo aprovechamiento|máximo aprovechamiento|||ThunnusAlbacares.png|1|||FMM
Atún aleta negra|Blackfin Tuna|Thunnus atlanticus|Actinopterygii|Perciformes|Scombridae|1|1|0|0|Escama|Nacional|0|1|0|0|0|2|72-108|No selectiva| Palangre y línea de mano. ||||||Especie marina de hábitos oceánicos. Forma densos cardúmenes mezclados con otras especies, sus lugares de desove se encuentran lejos de la costa. Se alimenta de peces y crustáceos.|Se distribuye en el Atlántico Occidental, desde Massachusetts EE.UU. hasta Río de Janeiro, Brasil.|Capturada|Frescos, secos, salados, enlatados y congelados.|||||Sin datos.|Sin datos.|Sin datos.||||||Thunnus atlanticus.png|0|||FMM
Patudo|Bigeye Tuna|Thunnus obesus|Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional e importado|1|0|0|0|0|2|130-200|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |Vulnerable|||Temporal fija|Actualmente no está establecida una veda.|Especie marina de hábitos pelágicos y oceánicos. Se alimenta de peces y crustáceos.|Se distribuye casi en todos los mares.|Capturada|Fresco y congelado.||Sin datos.|Sin datos.|Sin datos.|||||||||Thunnus obesus.png|0|||FMM
Atún aleta azul|Bluefin Tuna|Thunnus orientalis |Actinopterygii|Perciformes|Scombridae|0|0|1|0|Atunes|Nacional|1|0|0|0|0|1|97-300|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. ||||Temporal fija|Actualmente no está establecida una veda.|Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribuye en el Pacífico Oriental y parte de Indo Pacífico, costas de Japón, Indonesia, Canadá, Estados Unidos, Baja California y Baja California Sur. |Capturada|Se utiliza la carne.||Máximo aprovechamiento permisible.|Sin datos.|Sin datos.||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento|||ThunnusOrientalis.png|1|||FMM
Atún aleta azul|Bluefin Tuna|Thunnus thynnus|Actinopterygii|Perciformes|Scombridae|1|1|1|0|Atunes|Nacional e importado|0|1|0|0|0|2|150-300|Selectiva|Red de cerco regulada por la Norma Oficial Mexicana PROY- NOM-001-SAG/PESC-2013),  pesca con vara, palangre para atún y línea de mano. |En peligro|||Temporal fija|Actualmente no está establecida una veda.|Especie marina pelágica y oceánica. Se alimenta de peces, crustáceos y cefalópodos. |Se distribute en todo el Atlántico y Pacífico.|Capturada|Fresco y congelado.||Máximo aprovechamiento permisible.|Sin datos.|Sin datos.||||Sobre pesca |máximo aprovechamiento|máximo aprovechamiento|||Thunnus thynnus.png|1|||FMM
Totoaba|Totoaba|Totoaba macdonaldi|Actinopterygii|Perciformes|Sciaenidae|0|0|1|0|Totoaba|Nacional|0|0|0|0|0|2|40-200|||En peligro crítico|Apéndice I|En peligro crítico |Permanente|Todo el año|Especie marina de hábitos costeros. Vive en costas rocosas y en las bocas de los ríos. Se alimenta de peces y crustáceos.  |Especie endémica del norte del Golfo de California o Mar de Cortés.||Prohibido.||Sin datos.||||||sin datos|||||Totoaba macdonaldi.png|0|||
Pámpano amarillo|Florida Pompano|Trachinotus carolinus|Actinopterygii|Perciformes|Carangidae|1|1|0|0|Pámpanos|Nacional|0|1|0|0|0|1|25-64|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina de aguas costeras, vive asociada a bahías y estuarios, principalmente en playas arenosas. Se alimenta de moluscos, crustáceos, y pequeños peces.|Se distribuye en el Atlántico occidental, desde Massachusetts, hasta Argentina.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||TrachinotusCarolinus.png|0|||FMM
Pámpano palometa|Permit|Trachinotus falcatus|Actinopterygii|Perciformes|Carangidae|1|0|0|0|Pámpanos|Nacional|0|1|0|0|0|1|48-122|No selectiva|Chinchorro playero, red agallera para esteros y línea de costa, red agallera para escama pelágica.||||||Especie marina que vive en zonas arrecifales y en fondos fangosos y arenosos. Se alimenta de moluscos, crustáceos, y pequeños peces.|Se distribuye en el Atlántico occidental, desde Massachusetts, hasta Brasil.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||TrachinotusFalcatus.png|0|||
Pámpano listado|Great Pompano|Trachinotus goodei|Actinopterygii|Perciformes|Carangidae|1|1|0|0|Escama|Nacional|0|1|0|0|0|2|35-50|No selectiva|Red agallera, atarraya escamera y línea de mano.||||||Especie marina de hábitos costeros. Los adultos habitan zonas costeras, por lo general cerca de formaciones de coral, los juveniles viven en playas de arena. Se alimentan de crustáceos, gusanos poliquetos, pupas de insectos, moluscos y peces.|Se distribuye en el Atlántico Occidental, de Massachusetts (EE.UU.), Bermudas, y el Golfo de México hasta Argentina.|Capturada|Se utiliza la carne.|||||Sin datos.|Sin datos.|Sin datos.||||||Trachinotus goodei.png|0|||
Pámpano paloma|Paloma Pompano|Trachinotus paitensis|Actinopterygii|Perciformes|Carangidae|0|0|1|0|Pámpanos|Nacional|0|1|0|0|0|2|30-50|No selectiva|Red de enmalle y red agallera de deriva.||||||Especie marina de hábitos costeros. Vive en zonas arenosas poco profundas. Se alimenta de moluscos, peces y crustáceos.     |Se distribuye en el Pacífico Oriental, desde el sur de California a Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||Trachinotus paitensis.png|0|||FMM
Pámpano fino|Gafftopsail Pompano|Trachinotus rhodopus|Actinopterygii|Perciformes|Carangidae|0|0|1|0|Pámpanos|Nacional|0|1|0|0|0|1|20-60|No selectiva|Chinchorro playero, red agallera, red de cerco.||||||Especie marina de hábitos costeros. Vive en las rompientes, en playas arenosas, arrecifes y zonas rocosas. Se alimenta de peces e invertebrados.|Se distribuye en el Pacífico Oriental, desde el sur de California hasta Perú.|Capturada|Se utiliza la carne.||Sin datos.|Sin datos.|Sin datos.|||||||||TrachinotusRhodopus.png|0|||FMM
Jureles|Mackereles|Trachurus spp.|Actinopterygii|Perciformes|Carangidae|0|0|0|1|Peces importados|Importado|0|0|0|0|0|2|15-30|No selectiva|Redes de arrastre, palangres, redes de cerco, trampas y líneas. ||||||||Capturada|Congelado.|Estados Unidos, Canada.||||||||||||Trachurus spp.png|0|||FMM
